Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-20T15:50:00.000,420.22,421.97,422.59,420.17
2020-10-20T15:40:00.000,421.06,420.27,422.08,419.9
2020-10-20T15:30:00.000,421.8,421.04,422.1,420.33
2020-10-20T15:20:00.000,421.09,421.8,422.3,420.76
2020-10-20T15:10:00.000,420.94,421.15,421.65,419.05
2020-10-20T15:00:00.000,422.94,420.8,423.4,420.48
2020-10-20T14:50:00.000,424.06,422.92,424.19,422.75
2020-10-20T14:40:00.000,424.52,424.09,425.3,423.92
2020-10-20T14:30:00.000,425.17,424.55,425.5,423.74
2020-10-20T14:20:00.000,425.55,425.14,425.77,424.5
2020-10-20T14:10:00.000,425.44,425.74,426.25,425.25
2020-10-20T14:00:00.000,426.19,425.48,426.91,424.3
2020-10-20T13:50:00.000,427.32,426.1,428.0,426.02
2020-10-20T13:40:00.000,425.78,427.23,427.62,425.25
2020-10-20T13:30:00.000,426.7,425.72,427.65,425.5
2020-10-20T13:20:00.000,428.72,426.58,428.72,426.45
2020-10-20T13:10:00.000,426.25,428.77,429.05,425.7
2020-10-20T13:00:00.000,426.2,426.29,427.3,425.73
2020-10-20T12:50:00.000,423.01,426.3,426.68,422.38
2020-10-20T12:40:00.000,422.51,423.08,423.63,422.51
2020-10-20T12:30:00.000,423.57,422.5,423.75,421.75
2020-10-20T12:20:00.000,424.51,423.59,424.8,423.24
2020-10-20T12:10:00.000,423.88,424.44,425.11,423.5
2020-10-20T12:00:00.000,424.55,423.79,424.88,423.6
2020-10-20T11:50:00.000,423.7,424.56,424.56,423.0
2020-10-20T11:40:00.000,422.79,423.7,424.1,422.42
2020-10-20T11:30:00.000,424.04,422.79,425.24,422.28
2020-10-20T11:20:00.000,422.7,423.85,424.58,421.89
2020-10-20T11:10:00.000,422.82,422.67,424.15,422.25
2020-10-20T11:00:00.000,422.41,422.81,423.05,420.68
2020-10-20T10:50:00.000,422.58,422.56,423.66,421.8
2020-10-20T10:40:00.000,424.09,422.55,424.24,421.5
2020-10-20T10:30:00.000,422.24,424.08,425.24,421.62
2020-10-20T10:20:00.000,422.43,422.22,423.87,421.07
2020-10-20T10:10:00.000,422.71,422.45,424.24,421.55
2020-10-20T10:00:00.000,424.04,422.72,424.4,421.65
2020-10-20T09:50:00.000,423.09,424.04,424.61,420.4
2020-10-20T09:40:00.000,424.76,423.16,427.3,421.77
2020-10-20T09:30:00.000,431.75,424.67,431.75,423.34
