Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-12T15:50:00.000,442.9,442.0,443.18,441.51
2020-10-12T15:40:00.000,442.4,443.0,443.67,442.26
2020-10-12T15:30:00.000,444.64,442.42,444.7,442.34
2020-10-12T15:20:00.000,444.1,444.66,444.95,443.4
2020-10-12T15:10:00.000,445.45,444.08,445.85,443.18
2020-10-12T15:00:00.000,446.6,445.3,447.35,444.6
2020-10-12T14:50:00.000,447.45,446.7,448.03,446.4
2020-10-12T14:40:00.000,447.37,447.53,447.61,445.65
2020-10-12T14:30:00.000,448.14,447.31,448.74,446.61
2020-10-12T14:20:00.000,447.64,448.14,448.39,446.58
2020-10-12T14:10:00.000,445.98,447.61,447.9,445.87
2020-10-12T14:00:00.000,444.95,445.98,446.4,444.6
2020-10-12T13:50:00.000,444.64,444.87,445.4,444.13
2020-10-12T13:40:00.000,444.48,444.59,445.0,443.54
2020-10-12T13:30:00.000,443.56,444.41,444.72,443.25
2020-10-12T13:20:00.000,443.97,443.58,444.22,443.01
2020-10-12T13:10:00.000,443.1,443.98,444.2,442.7
2020-10-12T13:00:00.000,443.88,443.05,444.89,442.8
2020-10-12T12:50:00.000,444.66,443.84,444.77,443.48
2020-10-12T12:40:00.000,442.48,444.68,444.75,442.28
2020-10-12T12:30:00.000,443.29,442.37,443.5,441.88
2020-10-12T12:20:00.000,442.96,443.2,443.7,442.22
2020-10-12T12:10:00.000,441.16,443.06,443.33,441.0
2020-10-12T12:00:00.000,441.15,441.2,441.67,440.45
2020-10-12T11:50:00.000,439.96,441.12,441.28,439.67
2020-10-12T11:40:00.000,440.96,439.9,441.08,439.67
2020-10-12T11:30:00.000,440.63,440.93,441.71,440.51
2020-10-12T11:20:00.000,441.55,440.74,442.28,440.6
2020-10-12T11:10:00.000,443.0,441.41,443.44,441.36
2020-10-12T11:00:00.000,442.6,443.03,443.5,442.02
2020-10-12T10:50:00.000,440.39,442.56,443.35,440.34
2020-10-12T10:40:00.000,439.41,440.43,440.77,439.4
2020-10-12T10:30:00.000,441.39,439.47,441.66,439.06
2020-10-12T10:20:00.000,440.81,441.38,442.18,440.11
2020-10-12T10:10:00.000,439.38,440.78,440.94,438.58
2020-10-12T10:00:00.000,441.0,439.39,441.09,438.66
2020-10-12T09:50:00.000,442.68,440.99,442.9,439.33
2020-10-12T09:40:00.000,445.44,442.59,445.82,442.2
2020-10-12T09:30:00.000,441.99,445.42,445.85,440.61
