Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-23T15:50:00.000,418.41,420.62,420.78,418.36
2020-10-23T15:40:00.000,417.28,418.25,418.44,417.2
2020-10-23T15:30:00.000,417.47,417.33,417.48,416.46
2020-10-23T15:20:00.000,418.64,417.42,418.64,417.0
2020-10-23T15:10:00.000,418.17,418.64,418.86,417.61
2020-10-23T15:00:00.000,418.27,418.17,418.66,417.6
2020-10-23T14:50:00.000,419.85,418.25,420.0,418.16
2020-10-23T14:40:00.000,419.18,419.83,419.83,418.51
2020-10-23T14:30:00.000,417.69,419.2,419.44,417.5
2020-10-23T14:20:00.000,416.42,417.68,417.85,416.2
2020-10-23T14:10:00.000,417.83,416.4,417.88,416.2
2020-10-23T14:00:00.000,417.03,417.78,418.01,416.75
2020-10-23T13:50:00.000,415.71,417.09,417.34,415.64
2020-10-23T13:40:00.000,414.91,415.73,415.87,414.83
2020-10-23T13:30:00.000,415.07,414.9,415.57,414.02
2020-10-23T13:20:00.000,416.14,415.05,416.76,415.05
2020-10-23T13:10:00.000,417.48,416.19,418.09,415.62
2020-10-23T13:00:00.000,415.57,417.5,417.8,415.35
2020-10-23T12:50:00.000,415.69,415.59,416.5,415.09
2020-10-23T12:40:00.000,415.09,415.63,416.09,414.5
2020-10-23T12:30:00.000,412.5,415.0,415.67,412.04
2020-10-23T12:20:00.000,411.24,412.53,412.56,410.55
2020-10-23T12:10:00.000,411.45,411.19,412.8,410.81
2020-10-23T12:00:00.000,411.46,411.5,411.88,410.43
2020-10-23T11:50:00.000,410.67,411.35,411.96,410.58
2020-10-23T11:40:00.000,410.92,410.59,412.17,410.0
2020-10-23T11:30:00.000,413.0,411.04,413.0,410.55
2020-10-23T11:20:00.000,412.58,413.0,413.0,411.3
2020-10-23T11:10:00.000,412.15,412.59,413.84,411.84
2020-10-23T11:00:00.000,410.86,411.96,412.9,409.67
2020-10-23T10:50:00.000,411.87,410.92,412.09,409.0
2020-10-23T10:40:00.000,410.32,412.0,413.1,410.32
2020-10-23T10:30:00.000,410.39,410.33,412.34,409.55
2020-10-23T10:20:00.000,409.26,410.41,410.79,407.38
2020-10-23T10:10:00.000,411.67,409.25,412.55,408.01
2020-10-23T10:00:00.000,413.34,411.75,413.4,410.15
2020-10-23T09:50:00.000,414.17,413.37,416.34,412.8
2020-10-23T09:40:00.000,417.99,414.17,418.05,412.38
2020-10-23T09:30:00.000,421.61,418.09,422.89,416.46
