Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-21T15:50:00.000,421.55,422.5,423.29,421.25
2020-10-21T15:40:00.000,423.89,421.64,424.35,421.6
2020-10-21T15:30:00.000,426.6,423.86,426.6,423.67
2020-10-21T15:20:00.000,424.95,426.56,426.73,424.86
2020-10-21T15:10:00.000,424.98,425.02,425.73,424.14
2020-10-21T15:00:00.000,427.68,424.98,427.92,424.78
2020-10-21T14:50:00.000,426.7,427.67,428.0,426.15
2020-10-21T14:40:00.000,427.43,426.79,428.14,426.67
2020-10-21T14:30:00.000,426.7,427.42,427.85,426.4
2020-10-21T14:20:00.000,426.89,426.6,427.2,425.45
2020-10-21T14:10:00.000,427.11,427.0,427.7,426.45
2020-10-21T14:00:00.000,427.22,426.96,428.18,426.66
2020-10-21T13:50:00.000,427.53,427.11,428.45,426.82
2020-10-21T13:40:00.000,427.36,427.51,428.42,427.05
2020-10-21T13:30:00.000,427.6,427.23,429.07,427.14
2020-10-21T13:20:00.000,428.53,427.55,428.6,427.43
2020-10-21T13:10:00.000,427.02,428.54,429.5,426.8
2020-10-21T13:00:00.000,426.75,427.24,428.17,426.4
2020-10-21T12:50:00.000,427.2,427.12,428.13,426.41
2020-10-21T12:40:00.000,428.25,427.0,428.74,426.57
2020-10-21T12:30:00.000,430.01,428.29,430.88,428.05
2020-10-21T12:20:00.000,428.49,430.04,432.54,428.32
2020-10-21T12:10:00.000,429.46,428.43,429.78,427.3
2020-10-21T12:00:00.000,431.05,429.41,431.11,428.46
2020-10-21T11:50:00.000,431.89,431.08,431.93,429.04
2020-10-21T11:40:00.000,431.17,431.88,432.12,430.12
2020-10-21T11:30:00.000,429.58,431.25,431.25,428.0
2020-10-21T11:20:00.000,428.8,429.62,429.87,427.11
2020-10-21T11:10:00.000,431.37,428.81,431.37,427.56
2020-10-21T11:00:00.000,428.78,431.38,432.95,428.54
2020-10-21T10:50:00.000,427.85,428.75,428.9,427.09
2020-10-21T10:40:00.000,426.7,427.81,429.27,426.35
2020-10-21T10:30:00.000,425.76,426.74,427.37,425.22
2020-10-21T10:20:00.000,423.68,425.84,426.0,423.35
2020-10-21T10:10:00.000,424.54,423.81,425.39,422.81
2020-10-21T10:00:00.000,426.19,424.46,426.36,423.0
2020-10-21T09:50:00.000,427.65,425.99,427.85,424.6
2020-10-21T09:40:00.000,428.99,427.6,430.5,425.85
2020-10-21T09:30:00.000,422.89,428.89,430.28,422.22
