Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-29T15:50:00.000,413.14,410.64,413.78,410.64
2020-10-29T15:40:00.000,412.81,413.21,413.8,412.3
2020-10-29T15:30:00.000,413.92,412.94,414.63,412.76
2020-10-29T15:20:00.000,413.93,413.99,414.72,413.61
2020-10-29T15:10:00.000,413.9,413.98,414.48,413.05
2020-10-29T15:00:00.000,412.5,413.83,414.79,412.15
2020-10-29T14:50:00.000,412.6,412.46,413.1,411.77
2020-10-29T14:40:00.000,413.35,412.52,414.09,412.33
2020-10-29T14:30:00.000,414.32,413.45,414.5,413.2
2020-10-29T14:20:00.000,413.1,414.3,414.63,412.64
2020-10-29T14:10:00.000,411.83,413.19,413.61,411.15
2020-10-29T14:00:00.000,413.28,411.89,413.85,411.68
2020-10-29T13:50:00.000,413.73,413.27,414.43,412.85
2020-10-29T13:40:00.000,414.83,413.72,415.05,413.46
2020-10-29T13:30:00.000,414.71,414.79,415.8,414.27
2020-10-29T13:20:00.000,413.7,414.71,414.8,413.35
2020-10-29T13:10:00.000,412.5,413.71,413.96,412.23
2020-10-29T13:00:00.000,412.71,412.44,413.26,412.2
2020-10-29T12:50:00.000,413.55,412.74,413.76,412.4
2020-10-29T12:40:00.000,414.32,413.62,414.72,412.75
2020-10-29T12:30:00.000,413.17,414.35,414.68,412.5
2020-10-29T12:20:00.000,413.83,413.1,413.9,412.4
2020-10-29T12:10:00.000,413.12,413.78,414.5,412.65
2020-10-29T12:00:00.000,414.12,413.13,414.76,412.93
2020-10-29T11:50:00.000,415.31,413.91,415.68,413.66
2020-10-29T11:40:00.000,416.18,415.3,416.3,414.65
2020-10-29T11:30:00.000,417.31,416.22,418.06,415.77
2020-10-29T11:20:00.000,414.81,417.23,417.83,414.69
2020-10-29T11:10:00.000,413.3,414.78,415.86,413.22
2020-10-29T11:00:00.000,411.96,413.26,414.48,411.29
2020-10-29T10:50:00.000,410.13,411.87,412.0,409.39
2020-10-29T10:40:00.000,409.89,410.1,410.88,409.57
2020-10-29T10:30:00.000,410.45,409.9,410.5,408.2
2020-10-29T10:20:00.000,410.35,410.35,411.4,409.55
2020-10-29T10:10:00.000,410.86,410.28,411.97,409.68
2020-10-29T10:00:00.000,408.98,410.94,412.49,408.4
2020-10-29T09:50:00.000,407.22,408.84,409.79,406.66
2020-10-29T09:40:00.000,408.4,407.1,409.0,406.46
2020-10-29T09:30:00.000,409.91,408.22,411.93,407.67
