Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-22T15:50:00.000,427.21,425.9,427.84,425.22
2020-10-22T15:40:00.000,428.6,427.16,429.1,427.02
2020-10-22T15:30:00.000,430.24,428.56,430.38,428.38
2020-10-22T15:20:00.000,429.53,430.16,430.74,429.4
2020-10-22T15:10:00.000,429.93,429.6,430.14,429.3
2020-10-22T15:00:00.000,429.77,430.0,431.75,429.61
2020-10-22T14:50:00.000,430.11,429.74,430.9,429.2
2020-10-22T14:40:00.000,429.22,430.15,430.52,428.72
2020-10-22T14:30:00.000,428.34,429.27,429.57,427.8
2020-10-22T14:20:00.000,430.38,428.4,430.47,428.07
2020-10-22T14:10:00.000,429.82,430.32,430.9,429.5
2020-10-22T14:00:00.000,431.0,429.88,431.7,429.63
2020-10-22T13:50:00.000,431.5,431.08,431.95,430.64
2020-10-22T13:40:00.000,431.4,431.4,433.4,431.21
2020-10-22T13:30:00.000,432.83,431.39,433.0,431.01
2020-10-22T13:20:00.000,432.28,432.83,433.6,432.01
2020-10-22T13:10:00.000,432.9,432.27,434.15,432.12
2020-10-22T13:00:00.000,431.72,432.97,433.42,431.25
2020-10-22T12:50:00.000,430.53,431.81,431.88,429.65
2020-10-22T12:40:00.000,429.03,430.45,430.77,428.3
2020-10-22T12:30:00.000,430.22,429.12,430.59,428.2
2020-10-22T12:20:00.000,431.42,430.29,432.0,429.55
2020-10-22T12:10:00.000,432.23,431.37,432.78,430.98
2020-10-22T12:00:00.000,431.79,432.23,432.41,430.22
2020-10-22T11:50:00.000,433.02,431.85,435.0,431.6
2020-10-22T11:40:00.000,431.5,432.99,433.2,431.2
2020-10-22T11:30:00.000,434.57,431.61,435.12,431.47
2020-10-22T11:20:00.000,431.18,434.47,434.79,430.83
2020-10-22T11:10:00.000,428.28,431.14,431.68,428.14
2020-10-22T11:00:00.000,428.67,428.06,430.81,427.95
2020-10-22T10:50:00.000,426.58,428.88,429.07,425.3
2020-10-22T10:40:00.000,428.14,426.58,428.2,424.51
2020-10-22T10:30:00.000,426.84,428.24,429.8,425.72
2020-10-22T10:20:00.000,428.43,426.85,429.49,425.72
2020-10-22T10:10:00.000,428.78,428.29,431.0,427.9
2020-10-22T10:00:00.000,433.63,428.84,434.5,428.71
2020-10-22T09:50:00.000,435.41,433.7,437.07,433.12
2020-10-22T09:40:00.000,436.75,435.5,439.1,435.17
2020-10-22T09:30:00.000,442.0,436.68,445.23,436.0
