Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-15T15:50:00.000,448.0,448.88,449.8,447.9
2020-10-15T15:40:00.000,449.4,448.1,450.0,448.0
2020-10-15T15:30:00.000,449.82,449.44,450.66,449.16
2020-10-15T15:20:00.000,449.04,449.89,449.9,448.56
2020-10-15T15:10:00.000,448.41,449.04,449.25,447.31
2020-10-15T15:00:00.000,447.7,448.37,448.6,447.35
2020-10-15T14:50:00.000,445.8,447.75,447.8,445.8
2020-10-15T14:40:00.000,445.8,445.89,446.0,444.68
2020-10-15T14:30:00.000,446.36,445.85,447.05,445.65
2020-10-15T14:20:00.000,446.19,446.33,446.72,445.3
2020-10-15T14:10:00.000,447.18,446.11,447.49,446.02
2020-10-15T14:00:00.000,446.51,447.15,447.94,446.51
2020-10-15T13:50:00.000,445.91,446.53,446.84,445.83
2020-10-15T13:40:00.000,446.07,445.94,447.18,445.6
2020-10-15T13:30:00.000,444.07,446.1,446.18,443.0
2020-10-15T13:20:00.000,443.73,444.03,444.85,443.04
2020-10-15T13:10:00.000,445.39,443.63,445.46,442.5
2020-10-15T13:00:00.000,444.89,445.4,445.72,444.0
2020-10-15T12:50:00.000,444.45,444.92,446.07,444.12
2020-10-15T12:40:00.000,445.8,444.23,446.25,444.13
2020-10-15T12:30:00.000,445.75,445.87,446.86,445.56
2020-10-15T12:20:00.000,447.23,445.79,447.48,445.25
2020-10-15T12:10:00.000,448.82,447.16,449.0,446.7
2020-10-15T12:00:00.000,448.72,448.85,450.13,448.1
2020-10-15T11:50:00.000,449.93,448.88,450.85,448.6
2020-10-15T11:40:00.000,449.42,449.79,451.29,449.36
2020-10-15T11:30:00.000,447.81,449.48,449.55,446.89
2020-10-15T11:20:00.000,448.89,447.81,449.48,447.18
2020-10-15T11:10:00.000,446.78,448.86,449.78,446.13
2020-10-15T11:00:00.000,445.93,446.76,446.95,444.28
2020-10-15T10:50:00.000,446.03,445.82,446.89,443.68
2020-10-15T10:40:00.000,446.75,446.05,449.1,445.5
2020-10-15T10:30:00.000,450.82,446.75,451.8,446.17
2020-10-15T10:20:00.000,452.73,450.76,453.35,450.26
2020-10-15T10:10:00.000,450.74,452.68,453.76,450.25
2020-10-15T10:00:00.000,453.33,450.85,453.35,449.16
2020-10-15T09:50:00.000,454.35,453.39,454.77,452.45
2020-10-15T09:40:00.000,452.7,454.38,456.57,452.05
2020-10-15T09:30:00.000,450.31,452.78,456.5,450.0
