Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-14T15:50:00.000,462.87,461.3,463.5,461.09
2020-10-14T15:40:00.000,463.84,462.9,464.25,462.3
2020-10-14T15:30:00.000,463.55,463.8,464.73,463.06
2020-10-14T15:20:00.000,463.23,463.65,464.23,462.51
2020-10-14T15:10:00.000,462.92,463.18,463.79,462.18
2020-10-14T15:00:00.000,463.3,462.82,463.59,461.84
2020-10-14T14:50:00.000,463.13,463.39,464.0,461.99
2020-10-14T14:40:00.000,462.53,463.15,463.65,461.53
2020-10-14T14:30:00.000,463.18,462.53,463.48,461.38
2020-10-14T14:20:00.000,464.07,463.21,464.44,461.77
2020-10-14T14:10:00.000,464.82,464.06,465.9,463.8
2020-10-14T14:00:00.000,464.48,464.85,465.26,463.05
2020-10-14T13:50:00.000,463.72,464.52,465.0,463.4
2020-10-14T13:40:00.000,462.6,463.66,464.0,462.1
2020-10-14T13:30:00.000,460.86,462.61,462.91,459.62
2020-10-14T13:20:00.000,458.57,460.98,461.81,458.16
2020-10-14T13:10:00.000,459.23,458.57,459.99,458.2
2020-10-14T13:00:00.000,457.94,459.24,460.07,457.66
2020-10-14T12:50:00.000,460.4,457.97,460.41,457.67
2020-10-14T12:40:00.000,459.33,460.37,461.05,459.2
2020-10-14T12:30:00.000,458.21,459.33,460.15,457.37
2020-10-14T12:20:00.000,457.78,458.25,458.41,455.71
2020-10-14T12:10:00.000,460.98,457.79,461.14,457.6
2020-10-14T12:00:00.000,459.41,460.89,461.8,459.11
2020-10-14T11:50:00.000,463.67,459.17,464.4,459.05
2020-10-14T11:40:00.000,461.92,463.7,465.0,461.74
2020-10-14T11:30:00.000,461.76,461.81,462.48,460.25
2020-10-14T11:20:00.000,461.42,461.72,463.19,460.25
2020-10-14T11:10:00.000,459.12,461.43,461.49,458.68
2020-10-14T11:00:00.000,458.48,459.14,459.38,457.14
2020-10-14T10:50:00.000,456.76,458.42,458.75,456.35
2020-10-14T10:40:00.000,455.8,456.79,457.8,455.79
2020-10-14T10:30:00.000,457.87,455.8,458.2,453.55
2020-10-14T10:20:00.000,459.08,457.89,461.08,456.49
2020-10-14T10:10:00.000,458.64,459.03,459.31,457.04
2020-10-14T10:00:00.000,458.76,458.71,459.79,457.6
2020-10-14T09:50:00.000,455.7,458.8,458.96,454.3
2020-10-14T09:40:00.000,456.72,455.78,458.14,455.25
2020-10-14T09:30:00.000,449.8,456.65,457.58,447.35
