Dates,First traded price,Last traded price,Highest traded price,Lowest traded price
2020-10-08T15:50:00.000,426.6,426.0,426.7,425.3
2020-10-08T15:40:00.000,426.48,426.65,427.54,425.75
2020-10-08T15:30:00.000,427.72,426.41,428.0,426.1
2020-10-08T15:20:00.000,427.34,427.72,428.43,426.67
2020-10-08T15:10:00.000,428.1,427.41,429.0,426.59
2020-10-08T15:00:00.000,429.47,428.13,429.99,428.12
2020-10-08T14:50:00.000,429.65,429.47,430.24,428.91
2020-10-08T14:40:00.000,427.8,429.67,429.92,427.76
2020-10-08T14:30:00.000,430.92,427.78,431.03,427.65
2020-10-08T14:20:00.000,430.42,430.9,431.24,430.05
2020-10-08T14:10:00.000,430.75,430.32,430.84,429.84
2020-10-08T14:00:00.000,429.6,430.78,430.92,429.18
2020-10-08T13:50:00.000,429.94,429.63,431.23,429.05
2020-10-08T13:40:00.000,430.21,429.94,430.91,429.49
2020-10-08T13:30:00.000,431.93,430.21,432.46,429.92
2020-10-08T13:20:00.000,432.27,431.88,432.5,431.38
2020-10-08T13:10:00.000,433.62,432.28,433.8,431.8
2020-10-08T13:00:00.000,434.2,433.73,434.7,433.34
2020-10-08T12:50:00.000,434.75,434.08,434.93,433.4
2020-10-08T12:40:00.000,434.15,434.69,434.88,433.36
2020-10-08T12:30:00.000,433.09,434.14,434.5,433.07
2020-10-08T12:20:00.000,432.5,433.02,433.51,431.38
2020-10-08T12:10:00.000,432.86,432.39,433.15,431.66
2020-10-08T12:00:00.000,431.76,432.9,433.5,431.2
2020-10-08T11:50:00.000,430.9,431.73,431.97,429.17
2020-10-08T11:40:00.000,430.28,430.83,431.45,429.34
2020-10-08T11:30:00.000,431.31,430.24,431.67,428.66
2020-10-08T11:20:00.000,432.68,431.3,432.75,430.25
2020-10-08T11:10:00.000,433.67,432.66,433.84,431.88
2020-10-08T11:00:00.000,432.53,433.78,434.1,431.96
2020-10-08T10:50:00.000,433.53,432.55,434.13,431.43
2020-10-08T10:40:00.000,435.35,433.57,435.73,433.21
2020-10-08T10:30:00.000,434.08,435.34,435.77,433.86
2020-10-08T10:20:00.000,434.62,434.13,435.44,433.01
2020-10-08T10:10:00.000,435.18,434.58,437.7,434.16
2020-10-08T10:00:00.000,435.92,435.14,437.0,434.2
2020-10-08T09:50:00.000,432.0,435.93,436.17,431.86
2020-10-08T09:40:00.000,434.93,432.0,436.35,431.15
2020-10-08T09:30:00.000,438.5,434.84,439.0,433.38
